Date,SP500 (Percent change from a year ago),10Y Rate - 3M TBill ,10Y Rate (Percent change from a year ago,3M TBill (Percent Change from a year ago),3M TBill - FF ,6M TBill - FF,1Y Rate - FF,5Y Rate - FF,10Y Rate - FF,Composite Leading Indicator
01-09-2010,0.07422335,2.5,-22.22222,25,-0.04,0,0.06,1.22,2.45,99.63062
01-10-2010,0.097334357,2.41,-24.85207,85.71429,-0.06,-0.01,0.04,0.99,2.35,99.76015
01-11-2010,0.101850065,2.62,-19.29825,180,-0.05,-0.01,0.06,1.16,2.57,99.93497
01-12-2010,0.118112718,3.15,-7.64873,180,-0.04,0.01,0.11,1.75,3.11,100.1174
01-01-2011,0.141547553,3.24,-9.33333,150,-0.02,0.01,0.1,1.82,3.22,100.2661
01-02-2011,0.212971464,3.45,-3.51351,18.18182,-0.03,0.01,0.13,2.1,3.42,100.3458
01-03-2011,0.132320646,3.31,-8.3558,-33.33333,-0.04,0.02,0.12,1.98,3.28,100.3311
01-04-2011,0.112075302,3.4,-10.12987,-62.5,-0.04,0.02,0.15,2.07,3.36,100.2223
01-05-2011,0.189545447,3.13,-7.30994,-75,-0.05,0,0.09,1.75,3.08,100.029
01-06-2011,0.188238443,2.96,-7.71605,-66.66667,-0.05,0.01,0.09,1.49,2.91,99.77338
01-07-2011,0.227255047,2.96,0.33223,-75,-0.03,0.01,0.12,1.47,2.94,99.50524
01-08-2011,0.090160768,2.28,-15.07353,-87.5,-0.08,-0.04,0.02,0.92,2.21,99.28307
01-09-2011,0.046164266,1.97,-24.43609,-93.33333,-0.07,-0.04,0.02,0.82,1.89,99.17628
01-10-2011,0.030420458,2.13,-14.96063,-84.61538,-0.05,-0.02,0.04,0.99,2.08,99.21088
01-11-2011,0.022962907,2,-26.81159,-92.85714,-0.07,-0.03,0.03,0.83,1.93,99.36492
01-12-2011,0.001441769,1.97,-39.2638,-92.85714,-0.06,-0.02,0.04,0.82,1.91,99.58508
01-01-2012,0.014002588,1.94,-41.76471,-80,-0.05,-0.01,0.03,0.75,1.88,99.80031
